order_id,user_id,order_date,payment_method,shipping_method,shipping_cost,order_status,shipping_province,shipping_city,total_amount,discount_amount,actual_amount
20587,8801,2026-02-12,支付宝,加急快递,18.65,已完成,河南,南阳,18.06,0.0,36.709999999999994
20588,5007,2026-02-12,货到付款,普通快递,0.0,已完成,河南,郑州,378.91,0.75,378.16
20589,1917,2026-02-12,微信支付,当日达,46.09,已完成,江苏,苏州,149.38,0.0,195.47
20590,2346,2026-02-12,支付宝,当日达,33.46,已完成,北京,东城区,34.38,6.55,61.290000000000006
20591,8608,2026-02-12,支付宝,普通快递,0.0,已完成,湖北,襄阳,1019.29,24.27,995.02
20592,11221,2026-02-12,支付宝,普通快递,10.0,已完成,山东,烟台,45.02,0.0,55.02
20593,3239,2026-02-12,花呗分期,普通快递,8.0,已完成,江西,九江,33.18,0.0,41.18
20594,11155,2026-02-11,支付宝,当日达,25.83,已完成,福建,漳州,421.8,192.8,254.82999999999998
20595,1555,2026-02-11,微信支付,加急快递,17.42,已完成,河北,沧州,19.65,3.68,33.39
20596,1125,2026-02-11,支付宝,普通快递,8.0,待发货,广东,广州,906.35,208.58,705.77
20597,2062,2026-02-11,支付宝,加急快递,17.68,已退款,江苏,苏州,485.84,0.0,503.52
20598,4729,2026-02-11,银行卡,自提,0.0,已完成,福建,龙岩,340.86,20.34,320.52000000000004
20599,6438,2026-02-11,支付宝,加急快递,26.54,已完成,福建,泉州,110.33,2.82,134.05
20600,2768,2026-02-11,花呗分期,加急快递,15.38,已取消,广东,珠海,250.42,0.0,265.8
20601,991,2026-02-11,花呗分期,加急快递,14.15,已完成,浙江,杭州,129.55,0.0,143.70000000000002
20602,8822,2026-02-11,支付宝,普通快递,5.0,已完成,辽宁,大连,1803.5,31.15,1777.35
20603,3532,2026-02-11,支付宝,加急快递,27.29,已发货,重庆,南岸区,197.54,0.0,224.82999999999998
20604,6560,2026-02-11,支付宝,普通快递,5.0,已发货,广东,中山,2230.12,0.0,2235.12
20605,9172,2026-02-11,微信支付,普通快递,0.0,已完成,河北,保定,112.76,0.0,112.76
20606,1272,2026-02-11,支付宝,普通快递,0.0,已取消,江苏,南通,316.11,132.04,184.07000000000002
20607,6172,2026-02-11,花呗分期,当日达,49.91,已完成,广东,佛山,89.32,23.41,115.82
20608,10018,2026-02-11,货到付款,加急快递,20.98,已完成,上海,闵行区,327.75,0.12,348.61
20609,4344,2026-02-11,花呗分期,普通快递,8.0,已完成,河南,新乡,284.98,12.34,280.64000000000004
20610,6385,2026-02-11,京东白条,当日达,43.45,待付款,北京,通州区,282.41,76.07,249.79000000000002
20611,11291,2026-02-11,银行卡,普通快递,8.0,已完成,广东,惠州,534.86,5.48,537.38
20612,8923,2026-02-11,微信支付,加急快递,27.82,已取消,河南,新乡,144.19,0.0,172.01
20613,4713,2026-02-11,花呗分期,自提,0.0,待发货,上海,黄浦区,17.47,0.0,17.47
20614,1757,2026-02-11,支付宝,加急快递,15.48,已完成,河南,开封,225.41,0.0,240.89
20615,3285,2026-02-11,微信支付,加急快递,16.91,待发货,上海,闵行区,161.57,8.86,169.61999999999998
20616,6641,2026-02-11,支付宝,自提,0.0,待发货,甘肃,酒泉,265.51,2.35,263.15999999999997
20617,2014,2026-02-11,微信支付,普通快递,0.0,待付款,北京,海淀区,64.87,10.73,54.14
20618,4303,2026-02-11,支付宝,自提,0.0,已完成,北京,朝阳区,97.07,0.0,97.07
20619,7827,2026-02-11,微信支付,普通快递,10.0,已完成,西藏,拉萨,283.76,21.63,272.13
20620,11191,2026-02-11,支付宝,普通快递,15.0,已完成,上海,静安区,101.45,0.0,116.45
20621,2713,2026-02-11,银行卡,普通快递,15.0,已取消,湖南,长沙,20.64,0.0,35.64
20622,3070,2026-02-11,银行卡,加急快递,29.35,已发货,山东,临沂,313.6,1.12,341.83000000000004
20623,8220,2026-02-11,支付宝,加急快递,19.88,已完成,江苏,常州,287.54,0.0,307.42
20624,1456,2026-02-11,支付宝,加急快递,22.48,待发货,湖南,岳阳,103.41,10.87,115.02
20625,1997,2026-02-11,银行卡,普通快递,0.0,待付款,浙江,湖州,52.94,0.0,52.94
20626,2109,2026-02-11,支付宝,普通快递,15.0,已完成,浙江,金华,837.04,14.09,837.9499999999999
20627,7799,2026-02-11,微信支付,自提,0.0,已完成,福建,厦门,45.39,4.7,40.69
20628,5617,2026-02-11,微信支付,普通快递,0.0,已完成,福建,漳州,248.38,2.07,246.31
20629,1478,2026-02-11,支付宝,普通快递,12.0,已取消,北京,海淀区,443.34,0.0,455.34
20630,3293,2026-02-11,微信支付,自提,0.0,已完成,广东,东莞,156.25,14.98,141.27
20631,5546,2026-02-11,微信支付,自提,0.0,待发货,北京,朝阳区,941.05,0.0,941.05
20632,3740,2026-02-11,支付宝,普通快递,10.0,已完成,湖北,襄阳,164.85,11.7,163.15
20633,5021,2026-02-11,京东白条,普通快递,15.0,已完成,浙江,温州,349.27,44.46,319.81
20634,11011,2026-02-11,花呗分期,当日达,44.76,已完成,北京,大兴区,17.38,2.6,59.54
20635,11599,2026-02-11,支付宝,普通快递,0.0,已完成,广东,中山,68.33,11.3,57.03
20636,11909,2026-02-11,微信支付,普通快递,5.0,已取消,河北,唐山,522.53,101.02,426.51
20637,316,2026-02-11,支付宝,普通快递,15.0,已完成,北京,朝阳区,336.57,15.91,335.65999999999997
20638,8574,2026-02-11,支付宝,普通快递,0.0,待付款,重庆,南岸区,17.21,3.32,13.89
20639,11232,2026-02-11,支付宝,加急快递,27.45,已完成,浙江,湖州,56.83,6.21,78.07
20640,10859,2026-02-11,微信支付,加急快递,26.64,已发货,内蒙古,包头,349.14,0.0,375.78
20641,300,2026-02-11,银行卡,普通快递,15.0,已完成,江苏,徐州,514.57,0.0,529.57
20642,9693,2026-02-11,支付宝,普通快递,0.0,待发货,广西,玉林,153.99,26.72,127.27000000000001
20643,5523,2026-02-11,微信支付,普通快递,0.0,已完成,江苏,苏州,370.95,19.27,351.68
20644,10206,2026-02-11,微信支付,普通快递,12.0,已取消,辽宁,锦州,189.65,0.0,201.65
20645,8583,2026-02-11,微信支付,普通快递,5.0,已完成,江西,上饶,39.38,0.0,44.38
20646,5300,2026-02-11,微信支付,普通快递,0.0,已完成,四川,南充,83.53,19.19,64.34
20647,3560,2026-02-11,支付宝,普通快递,0.0,已完成,陕西,宝鸡,34.24,0.0,34.24
20648,11,2026-02-11,银行卡,自提,0.0,已完成,重庆,渝北区,128.44,0.0,128.44
20649,6493,2026-02-11,京东白条,普通快递,0.0,已完成,福建,莆田,9.33,0.0,9.33
20650,4811,2026-02-11,支付宝,加急快递,15.27,退货中,江苏,无锡,161.58,6.49,170.36
20651,4092,2026-02-11,京东白条,普通快递,0.0,已完成,辽宁,抚顺,63.52,0.0,63.52
20652,5636,2026-02-11,支付宝,普通快递,0.0,已完成,湖北,襄阳,468.89,0.0,468.89
20653,5730,2026-02-11,支付宝,普通快递,5.0,已取消,上海,杨浦区,404.87,0.0,409.87
20654,6914,2026-02-11,支付宝,普通快递,8.0,已完成,安徽,安庆,873.22,34.94,846.28
20655,7892,2026-02-11,支付宝,普通快递,8.0,已发货,广东,惠州,93.25,0.0,101.25
20656,1979,2026-02-11,银行卡,加急快递,29.77,已完成,上海,静安区,121.23,15.2,135.8
20657,2679,2026-02-11,花呗分期,加急快递,18.37,已完成,陕西,西安,123.18,15.01,126.54
20658,5500,2026-02-11,微信支付,自提,0.0,已完成,四川,成都,928.89,21.85,907.04
20659,3210,2026-02-11,支付宝,当日达,32.49,待付款,北京,通州区,73.1,0.0,105.59
20660,9541,2026-02-11,京东白条,加急快递,18.17,已完成,北京,通州区,292.74,12.69,298.22
20661,5786,2026-02-11,货到付款,普通快递,15.0,待发货,辽宁,锦州,312.28,0.0,327.28
20662,6440,2026-02-11,支付宝,加急快递,22.58,已完成,辽宁,营口,373.25,7.44,388.39
20663,6733,2026-02-11,微信支付,普通快递,0.0,已发货,北京,东城区,354.95,0.0,354.95
20664,8703,2026-02-11,微信支付,加急快递,18.32,退货中,广东,惠州,117.35,0.0,135.67
20665,8468,2026-02-11,银行卡,普通快递,12.0,待发货,广东,中山,1010.96,2.1,1020.86
20666,8245,2026-02-11,支付宝,普通快递,5.0,已退款,天津,南开区,317.58,5.97,316.60999999999996
20667,985,2026-02-11,支付宝,普通快递,0.0,待发货,湖北,十堰,168.49,0.15,168.34
20668,9009,2026-02-11,支付宝,普通快递,0.0,待付款,上海,徐汇区,276.62,68.56,208.06
20669,9494,2026-02-11,支付宝,普通快递,8.0,已完成,福建,龙岩,50.05,14.14,43.91
20670,7697,2026-02-11,支付宝,当日达,46.46,退货中,海南,三亚,6.76,2.5,50.72
20671,10230,2026-02-11,支付宝,加急快递,22.07,待付款,江苏,苏州,61.31,0.0,83.38
20672,3691,2026-02-11,支付宝,普通快递,0.0,已完成,福建,厦门,280.42,1.35,279.07
20673,949,2026-02-11,支付宝,自提,0.0,已完成,湖北,黄石,109.17,3.49,105.68
20674,3692,2026-02-11,支付宝,普通快递,15.0,已完成,重庆,渝北区,54.06,6.03,63.03
20675,8636,2026-02-11,支付宝,加急快递,15.66,已完成,广东,广州,161.54,2.79,174.41
20676,9279,2026-02-11,微信支付,普通快递,10.0,已发货,福建,龙岩,243.69,0.0,253.69
20677,7420,2026-02-11,京东白条,自提,0.0,已完成,湖北,武汉,167.04,0.0,167.04
20678,2045,2026-02-11,支付宝,自提,0.0,已发货,河北,石家庄,34.49,9.95,24.540000000000003
20679,8803,2026-02-11,微信支付,加急快递,19.33,已完成,北京,大兴区,71.07,5.81,84.58999999999999
20680,132,2026-02-11,微信支付,普通快递,0.0,已完成,湖北,黄石,108.2,5.05,103.15
20681,704,2026-02-11,支付宝,普通快递,0.0,已完成,贵州,毕节,2309.03,22.95,2286.0800000000004
20682,1129,2026-02-11,支付宝,普通快递,8.0,已完成,福建,莆田,284.43,0.0,292.43
20683,2986,2026-02-11,支付宝,自提,0.0,已发货,广东,东莞,67.31,20.16,47.150000000000006
20684,5358,2026-02-11,支付宝,普通快递,5.0,已完成,江苏,扬州,34.63,0.22,39.410000000000004
20685,6496,2026-02-11,花呗分期,当日达,29.63,已完成,北京,海淀区,172.09,2.88,198.84
20686,6190,2026-02-11,支付宝,加急快递,17.62,已完成,辽宁,营口,506.13,5.51,518.24
20687,8713,2026-02-11,支付宝,加急快递,14.15,已取消,河北,邯郸,127.96,0.0,142.10999999999999
20688,1568,2026-02-11,支付宝,普通快递,0.0,已完成,广东,珠海,75.75,11.94,63.81
20689,7232,2026-02-11,支付宝,自提,0.0,退货中,山西,太原,405.34,0.0,405.34
20690,5683,2026-02-11,微信支付,当日达,29.86,已发货,浙江,绍兴,58.43,0.0,88.28999999999999
20691,8138,2026-02-11,支付宝,自提,0.0,待发货,广东,东莞,233.03,0.0,233.03
20692,11705,2026-02-11,支付宝,普通快递,15.0,退货中,陕西,汉中,22.9,1.36,36.54
20693,4486,2026-02-11,支付宝,普通快递,5.0,已完成,广东,中山,840.63,9.76,835.87
20694,2972,2026-02-11,花呗分期,加急快递,15.93,已完成,四川,泸州,19.4,0.0,35.33
20695,10308,2026-02-11,微信支付,自提,0.0,已取消,辽宁,鞍山,466.86,0.0,466.86
20696,3516,2026-02-11,微信支付,加急快递,13.52,已完成,福建,福州,19.01,8.11,24.42
20697,10336,2026-02-11,银行卡,加急快递,20.23,已完成,浙江,湖州,221.21,0.0,241.44
20698,686,2026-02-11,微信支付,加急快递,12.66,已完成,青海,西宁,1049.21,6.22,1055.65
20699,760,2026-02-11,支付宝,自提,0.0,已发货,云南,玉溪,477.56,3.19,474.37
20700,7516,2026-02-11,支付宝,当日达,43.0,已取消,河南,许昌,244.25,30.7,256.55
20701,3412,2026-02-11,花呗分期,加急快递,17.06,待发货,北京,东城区,70.2,0.0,87.26
20702,4725,2026-02-11,银行卡,加急快递,24.86,已退款,湖北,黄石,286.77,26.9,284.73
20703,221,2026-02-11,支付宝,加急快递,22.09,待发货,河南,洛阳,39.24,0.0,61.33
20704,6260,2026-02-11,支付宝,普通快递,0.0,已完成,上海,长宁区,210.66,0.0,210.66
20705,168,2026-02-11,银行卡,加急快递,13.3,已完成,广东,广州,370.21,0.0,383.51
20706,10279,2026-02-11,支付宝,加急快递,26.27,已发货,广东,广州,63.79,0.0,90.06
20707,8100,2026-02-11,微信支付,普通快递,15.0,已退款,湖北,黄石,196.29,3.48,207.81
20708,5281,2026-02-11,支付宝,当日达,49.52,已完成,上海,静安区,203.94,44.73,208.73000000000002
20709,7678,2026-02-10,银行卡,普通快递,5.0,已完成,北京,丰台区,171.29,0.0,176.29
20710,5674,2026-02-10,支付宝,普通快递,15.0,已发货,北京,西城区,419.96,41.54,393.41999999999996
20711,1963,2026-02-10,银行卡,加急快递,16.96,已完成,新疆,哈密,435.97,16.84,436.09000000000003
20712,6444,2026-02-10,花呗分期,加急快递,20.12,已发货,上海,长宁区,49.57,1.78,67.91
20713,11026,2026-02-10,支付宝,自提,0.0,已取消,河北,邯郸,336.32,30.52,305.8
20714,7609,2026-02-10,货到付款,普通快递,5.0,已完成,山东,临沂,105.34,0.0,110.34
20715,9840,2026-02-10,微信支付,普通快递,5.0,已完成,四川,成都,343.26,10.34,337.92
20716,3027,2026-02-10,微信支付,普通快递,0.0,已完成,广东,中山,51.75,0.0,51.75
20717,4997,2026-02-10,支付宝,加急快递,26.86,已发货,河南,郑州,81.47,0.0,108.33
20718,3337,2026-02-10,微信支付,当日达,40.68,已完成,四川,泸州,36.72,0.0,77.4
20719,9029,2026-02-10,支付宝,自提,0.0,已取消,湖南,岳阳,235.03,12.48,222.55
20720,7646,2026-02-10,银行卡,自提,0.0,已退款,贵州,贵阳,328.38,3.88,324.5
20721,6864,2026-02-10,支付宝,普通快递,0.0,已完成,江西,上饶,689.33,61.05,628.2800000000001
20722,87,2026-02-10,支付宝,普通快递,0.0,已完成,上海,静安区,29.85,0.0,29.85
20723,10308,2026-02-10,支付宝,加急快递,12.66,已完成,辽宁,鞍山,387.71,0.0,400.37
20724,10959,2026-02-10,支付宝,加急快递,27.46,待付款,上海,长宁区,146.41,34.85,139.02
20725,8419,2026-02-10,京东白条,加急快递,28.32,已完成,重庆,渝中区,269.6,9.25,288.67
20726,10620,2026-02-10,银行卡,普通快递,15.0,已完成,湖南,长沙,390.52,0.0,405.52
20727,10071,2026-02-10,花呗分期,普通快递,8.0,待发货,河北,石家庄,433.47,0.0,441.47
20728,9837,2026-02-10,微信支付,普通快递,5.0,已完成,湖北,武汉,1154.9,1.15,1158.75
20729,8837,2026-02-10,微信支付,自提,0.0,待付款,广东,深圳,409.91,0.0,409.91
20730,769,2026-02-10,微信支付,自提,0.0,待发货,广东,珠海,258.51,46.64,211.87
20731,1561,2026-02-10,支付宝,自提,0.0,已退款,广东,惠州,20.7,1.29,19.41
20732,10119,2026-02-10,支付宝,自提,0.0,已完成,北京,通州区,60.73,15.71,45.019999999999996
20733,4800,2026-02-10,支付宝,加急快递,15.76,待付款,福建,漳州,43.5,0.0,59.26
20734,9059,2026-02-10,支付宝,加急快递,21.5,已发货,河北,廊坊,394.2,0.0,415.7
20735,2404,2026-02-10,微信支付,普通快递,15.0,已完成,福建,龙岩,12.35,2.43,24.92
20736,7788,2026-02-10,货到付款,加急快递,27.79,已退款,广东,佛山,100.17,0.0,127.96000000000001
20737,2917,2026-02-10,微信支付,普通快递,12.0,待付款,北京,大兴区,145.72,0.0,157.72
20738,5247,2026-02-10,支付宝,普通快递,10.0,已退款,云南,丽江,202.9,18.47,194.43
20739,3458,2026-02-10,支付宝,加急快递,16.04,已发货,四川,南充,283.5,7.2,292.34000000000003
20740,5393,2026-02-10,微信支付,普通快递,5.0,已发货,安徽,安庆,426.64,38.38,393.26
20741,11790,2026-02-10,京东白条,加急快递,15.39,已发货,北京,东城区,636.26,7.8,643.85
20742,7996,2026-02-10,微信支付,自提,0.0,已完成,上海,长宁区,99.7,1.91,97.79
20743,10360,2026-02-10,花呗分期,加急快递,28.17,已发货,陕西,西安,3541.75,22.4,3547.52
20744,5787,2026-02-10,支付宝,普通快递,8.0,已完成,上海,长宁区,281.53,0.0,289.53
20745,198,2026-02-10,支付宝,普通快递,8.0,已完成,北京,西城区,75.0,9.09,73.91
20746,8575,2026-02-10,支付宝,普通快递,8.0,已完成,上海,黄浦区,106.13,0.0,114.13
20747,11623,2026-02-10,微信支付,自提,0.0,待发货,福建,泉州,991.64,2.7,988.9399999999999
20748,3449,2026-02-10,花呗分期,普通快递,0.0,已完成,湖北,十堰,420.74,0.0,420.74
20749,7895,2026-02-10,花呗分期,普通快递,0.0,已完成,广东,广州,110.74,4.46,106.28
20750,5242,2026-02-10,支付宝,加急快递,18.37,已完成,湖南,株洲,244.18,52.95,209.60000000000002
20751,6500,2026-02-10,银行卡,加急快递,13.35,已完成,河北,邯郸,205.76,5.02,214.08999999999997
20752,824,2026-02-10,支付宝,普通快递,5.0,已完成,浙江,绍兴,107.04,0.0,112.04
20753,9037,2026-02-10,银行卡,普通快递,0.0,已退款,广东,广州,533.18,7.45,525.7299999999999
20754,10299,2026-02-10,银行卡,加急快递,27.35,已取消,安徽,安庆,748.04,3.43,771.96
20755,849,2026-02-10,微信支付,自提,0.0,待付款,江苏,无锡,234.36,2.22,232.14000000000001
20756,6575,2026-02-10,支付宝,普通快递,15.0,已取消,浙江,绍兴,2854.15,1.34,2867.81
20757,9148,2026-02-10,支付宝,加急快递,19.37,已发货,青海,德令哈,11.23,4.39,26.21
20758,11803,2026-02-10,支付宝,加急快递,22.59,待发货,北京,海淀区,32.37,0.0,54.959999999999994
20759,3931,2026-02-10,微信支付,自提,0.0,已完成,福建,福州,47.88,0.0,47.88
20760,4105,2026-02-10,货到付款,自提,0.0,已发货,广东,中山,578.13,0.0,578.13
20761,10530,2026-02-10,支付宝,加急快递,13.22,已发货,云南,昆明,104.34,7.45,110.11
20762,8420,2026-02-10,支付宝,普通快递,5.0,已完成,湖北,十堰,73.68,2.2,76.48
20763,11480,2026-02-10,花呗分期,当日达,34.06,待发货,上海,闵行区,1003.51,47.77,989.8
20764,5796,2026-02-10,微信支付,当日达,42.89,已完成,广东,中山,55.0,7.28,90.61
20765,7437,2026-02-10,京东白条,加急快递,23.83,待付款,湖北,宜昌,158.68,13.69,168.82
20766,934,2026-02-10,银行卡,普通快递,10.0,已取消,四川,成都,177.42,47.05,140.37
20767,11640,2026-02-10,银行卡,加急快递,17.93,已取消,上海,静安区,899.88,0.0,917.81
20768,4412,2026-02-10,支付宝,普通快递,8.0,已完成,陕西,汉中,65.13,4.51,68.62
20769,6775,2026-02-10,银行卡,普通快递,0.0,已完成,上海,闵行区,224.31,14.5,209.81
20770,6974,2026-02-10,支付宝,自提,0.0,已完成,湖南,湘潭,214.0,5.33,208.67
20771,5460,2026-02-10,微信支付,普通快递,0.0,已完成,辽宁,锦州,116.46,3.44,113.02
20772,9493,2026-02-10,银行卡,自提,0.0,已完成,广东,惠州,51.28,5.56,45.72
20773,6974,2026-02-10,微信支付,自提,0.0,已发货,湖南,湘潭,1076.97,0.0,1076.97
20774,2762,2026-02-10,花呗分期,当日达,46.79,已完成,黑龙江,齐齐哈尔,123.44,13.11,157.12
20775,4156,2026-02-10,花呗分期,自提,0.0,已发货,湖北,荆州,469.92,114.99,354.93
20776,11463,2026-02-10,支付宝,自提,0.0,已完成,四川,南充,122.19,0.0,122.19
20777,10077,2026-02-10,微信支付,自提,0.0,已取消,北京,朝阳区,705.9,0.0,705.9
20778,11617,2026-02-10,花呗分期,自提,0.0,已取消,广东,惠州,99.07,0.0,99.07
20779,3008,2026-02-10,支付宝,普通快递,10.0,待发货,吉林,白山,301.54,10.65,300.89000000000004
20780,5320,2026-02-10,银行卡,加急快递,24.81,已完成,浙江,温州,196.42,12.6,208.63
20781,869,2026-02-10,京东白条,加急快递,13.76,待发货,辽宁,沈阳,160.76,14.63,159.89
20782,5563,2026-02-10,微信支付,普通快递,0.0,已发货,陕西,宝鸡,48.2,0.0,48.2
20783,2832,2026-02-10,支付宝,普通快递,10.0,已完成,北京,通州区,102.46,0.0,112.46
20784,5018,2026-02-10,微信支付,当日达,33.25,已发货,广东,东莞,315.6,37.0,311.85
20785,3701,2026-02-10,支付宝,加急快递,18.51,已完成,上海,杨浦区,406.0,145.96,278.54999999999995
20786,551,2026-02-10,支付宝,自提,0.0,待发货,湖南,湘潭,109.91,2.62,107.28999999999999
20787,3234,2026-02-10,京东白条,自提,0.0,已取消,北京,西城区,3.71,2.27,1.44
20788,6311,2026-02-10,支付宝,普通快递,0.0,已发货,上海,杨浦区,1104.71,0.0,1104.71
20789,1042,2026-02-10,微信支付,普通快递,15.0,已完成,北京,丰台区,62.3,0.0,77.3
20790,7494,2026-02-10,花呗分期,加急快递,18.57,已取消,北京,大兴区,392.13,94.38,316.32
20791,8293,2026-02-10,银行卡,加急快递,15.42,已发货,山东,潍坊,140.89,1.68,154.62999999999997
20792,4633,2026-02-10,微信支付,自提,0.0,已发货,江苏,扬州,151.0,0.0,151.0
20793,10913,2026-02-10,微信支付,当日达,26.1,已取消,陕西,汉中,1305.21,0.36,1330.95
20794,1028,2026-02-10,银行卡,普通快递,0.0,已完成,江苏,苏州,163.68,9.94,153.74
20795,7507,2026-02-10,银行卡,加急快递,23.62,待发货,辽宁,抚顺,222.74,0.0,246.36
20796,8818,2026-02-10,微信支付,加急快递,19.31,已完成,江苏,南京,50.78,6.07,64.02
20797,9436,2026-02-10,微信支付,普通快递,0.0,已完成,重庆,渝中区,753.88,53.3,700.58
20798,5434,2026-02-10,微信支付,普通快递,0.0,待发货,天津,河西区,179.4,0.0,179.4
20799,3237,2026-02-10,微信支付,普通快递,0.0,已完成,辽宁,锦州,35.55,3.78,31.769999999999996
20800,11566,2026-02-10,微信支付,加急快递,24.06,已完成,内蒙古,呼伦贝尔,383.73,52.89,354.90000000000003
20801,11137,2026-02-10,微信支付,自提,0.0,已完成,江苏,无锡,610.16,5.33,604.8299999999999
20802,11831,2026-02-10,支付宝,普通快递,0.0,待发货,湖北,黄石,196.16,0.0,196.16
20803,8683,2026-02-10,银行卡,普通快递,0.0,待发货,福建,莆田,21.82,7.39,14.43
20804,9387,2026-02-10,微信支付,普通快递,5.0,已退款,福建,泉州,79.03,0.77,83.26
20805,11172,2026-02-10,微信支付,普通快递,10.0,已取消,广东,佛山,73.88,0.64,83.24
20806,5337,2026-02-10,花呗分期,自提,0.0,已完成,上海,长宁区,94.5,0.17,94.33
20807,1969,2026-02-10,京东白条,加急快递,18.4,已完成,福建,泉州,169.68,0.73,187.35000000000002
20808,6721,2026-02-10,微信支付,加急快递,12.61,已发货,广东,深圳,60.24,5.76,67.09
20809,5738,2026-02-10,花呗分期,自提,0.0,已完成,北京,通州区,143.95,4.21,139.73999999999998
20810,9370,2026-02-10,微信支付,自提,0.0,待发货,广东,佛山,281.74,15.79,265.95
20811,8863,2026-02-10,货到付款,普通快递,10.0,已完成,福建,厦门,963.83,313.07,660.76
20812,3326,2026-02-10,微信支付,加急快递,13.41,待发货,辽宁,大连,144.27,0.41,157.27
20813,1231,2026-02-10,支付宝,普通快递,0.0,待发货,广西,玉林,104.41,0.0,104.41
20814,6889,2026-02-10,货到付款,加急快递,28.92,已发货,四川,泸州,14.31,0.0,43.230000000000004
20815,8123,2026-02-10,支付宝,当日达,35.83,待发货,江苏,苏州,61.84,6.58,91.09
20816,6115,2026-02-10,花呗分期,普通快递,8.0,已完成,黑龙江,大庆,688.28,23.98,672.3
20817,8005,2026-02-10,支付宝,自提,0.0,已完成,北京,朝阳区,592.81,8.41,584.4
20818,9013,2026-02-10,微信支付,加急快递,16.42,已退款,广西,南宁,23.35,0.0,39.77
20819,5346,2026-02-10,支付宝,加急快递,29.8,待发货,湖南,衡阳,750.98,0.0,780.78
20820,6049,2026-02-10,支付宝,普通快递,8.0,已发货,北京,通州区,13.52,0.71,20.81
20821,7613,2026-02-10,支付宝,普通快递,0.0,已完成,江苏,南京,45.15,0.0,45.15
20822,7388,2026-02-10,支付宝,普通快递,15.0,已完成,广东,惠州,114.81,0.0,129.81
20823,5841,2026-02-09,京东白条,加急快递,22.37,已完成,北京,通州区,176.4,87.75,111.02000000000001
20824,3061,2026-02-09,支付宝,普通快递,0.0,已完成,安徽,安庆,138.21,62.1,76.11000000000001
20825,8179,2026-02-09,京东白条,普通快递,8.0,已发货,河北,唐山,792.74,73.66,727.08
20826,4680,2026-02-09,支付宝,普通快递,8.0,已完成,山东,威海,183.59,11.22,180.37
20827,5517,2026-02-09,花呗分期,普通快递,0.0,已取消,广西,南宁,212.33,40.7,171.63
20828,6314,2026-02-09,花呗分期,普通快递,0.0,已取消,福建,厦门,61.38,4.88,56.5
20829,5631,2026-02-09,支付宝,加急快递,17.14,已完成,安徽,合肥,78.03,0.0,95.17
20830,7937,2026-02-09,微信支付,普通快递,8.0,已完成,河北,廊坊,84.29,0.0,92.29
20831,6186,2026-02-09,支付宝,普通快递,0.0,已退款,北京,西城区,26.16,0.0,26.16
20832,3606,2026-02-09,银行卡,普通快递,15.0,已完成,西藏,林芝,38.66,3.06,50.599999999999994
20833,11506,2026-02-09,支付宝,普通快递,0.0,已完成,上海,长宁区,28.76,0.0,28.76
20834,11849,2026-02-09,支付宝,当日达,28.66,已完成,安徽,合肥,892.34,0.0,921.0
20835,878,2026-02-09,银行卡,自提,0.0,退货中,广西,玉林,41.88,5.35,36.53
20836,8094,2026-02-09,支付宝,当日达,34.6,退货中,湖北,襄阳,327.51,0.0,362.11
20837,10650,2026-02-09,微信支付,普通快递,12.0,已完成,山东,济南,1495.31,275.47,1231.84
20838,11430,2026-02-09,支付宝,普通快递,15.0,已完成,福建,泉州,3.18,0.0,18.18
20839,9755,2026-02-09,支付宝,普通快递,12.0,待付款,安徽,蚌埠,352.27,169.16,195.10999999999999
20840,10722,2026-02-09,货到付款,加急快递,16.01,退货中,广东,惠州,58.76,0.0,74.77
20841,4304,2026-02-09,支付宝,普通快递,0.0,已发货,陕西,宝鸡,94.16,4.69,89.47
20842,9972,2026-02-09,微信支付,普通快递,8.0,已完成,江苏,常州,410.65,6.01,412.64
20843,7324,2026-02-09,花呗分期,当日达,44.88,已完成,广西,柳州,456.07,63.91,437.03999999999996
20844,5135,2026-02-09,银行卡,自提,0.0,待发货,福建,泉州,90.24,15.22,75.02
20845,9707,2026-02-09,花呗分期,自提,0.0,已发货,广东,中山,169.36,0.0,169.36
20846,2660,2026-02-09,银行卡,普通快递,8.0,待付款,北京,东城区,43.9,2.8,49.1
20847,11388,2026-02-09,花呗分期,普通快递,8.0,待付款,广东,广州,54.71,19.15,43.56
20848,5562,2026-02-09,微信支付,加急快递,22.22,待发货,北京,大兴区,1906.05,12.89,1915.3799999999999
20849,10189,2026-02-09,微信支付,自提,0.0,已完成,广东,珠海,8.38,1.65,6.73
20850,2962,2026-02-09,微信支付,加急快递,21.61,已完成,上海,长宁区,381.01,13.14,389.48
20851,10735,2026-02-09,微信支付,当日达,32.11,已完成,江苏,南京,83.41,0.0,115.52
20852,6544,2026-02-09,货到付款,普通快递,15.0,已完成,浙江,绍兴,10.92,0.34,25.58
20853,3292,2026-02-09,支付宝,加急快递,23.95,已完成,浙江,温州,1505.0,0.0,1528.95
20854,7212,2026-02-09,京东白条,自提,0.0,已完成,北京,西城区,91.05,12.17,78.88
20855,893,2026-02-09,支付宝,当日达,35.85,已完成,湖南,常德,51.67,16.82,70.7
20856,4349,2026-02-09,支付宝,普通快递,10.0,已完成,上海,徐汇区,343.45,9.29,344.15999999999997
20857,6367,2026-02-09,支付宝,自提,0.0,已完成,广东,佛山,375.04,5.16,369.88
20858,6331,2026-02-09,支付宝,普通快递,5.0,已完成,广东,深圳,301.27,22.97,283.29999999999995
